-181.249, -45.935, 14.123, 22.423
-181.247, -46.407, 14.170, 22.456
-181.244, -46.881, 14.217, 22.489
-181.242, -47.356, 14.265, 22.522
-181.239, -47.832, 14.312, 22.555
-181.237, -48.311, 14.360, 22.588
-181.234, -48.791, 14.408, 22.621
-181.232, -49.272, 14.456, 22.654
-181.229, -49.755, 14.504, 22.687
-181.227, -50.240, 14.553, 22.720
-181.224, -50.726, 14.602, 22.753
-181.222, -51.214, 14.651, 22.786
-181.219, -51.704, 14.700, 22.819
-181.217, -52.195, 14.749, 22.852
-181.214, -52.688, 14.798, 22.885
-181.211, -53.182, 14.848, 22.918
-181.209, -53.679, 14.897, 22.951
-181.206, -54.176, 14.947, 22.984
-181.203, -54.676, 14.998, 23.017
